36,1329,Holly Rodriguez,5708,Technology,PC,Credit Card,34,210,2022-06-23 05:15,South Korea,Busan,Ebay.com,60,N,I entered my card info wrong by accident 
37,9224,Holly Fisher,6318,Clothing,Dress,Debit Card,85,485,2022-05-18 02:33,South Korea,Seoul,Amazon.com,70,N,My card was closed 
38,3391,Bryan Salazar,8132,Technology,Tablet,Credit Card,36,350,2022-05-18 02:33,Japan,Tokyo,Walmart.com,27,N,I entered my card info wrong by accident 
39,2585,Matthew Santos,1470,Health,Nyquill,Credit Card,81,674,2022-05-18 02:33,France,Lyon,Alibaba.com,80,Y,Payment Successful 
40,945,Brittany Montgomery,8996,Technology,,Mobile Payments,94,172,2022-01-23 10:33,Brazil,Belo Horizonte,Target.com,60,Y,Payment Successful 
41,2544,Philip Peterson,6237,Home Appliances,Couch,Credit Card,47,606,2022-05-18 02:33,United States,Washington,Amazon.com,82,Y,Payment Successful 
42,7718,Crystal Tucker,5318,Technology,Wires,Credit Card,7,809,2022-01-23 10:33,United States,Washington,Target.com,35,N,I didn't have enough 
43,4030,Mary Williams,2511,Technology,,Mobile Payments,73,584,2022-01-23 10:33,Mexico,Guadalajara,Amazon.com,40,N,I didn't have enough 
44,6713,Kelly Mclaughlin,1486,Home Appliances,Table,Credit Card,80,514,2022-04-07 9:30,France,Nice,Amazon.com,71,Y,Payment Successful 
45,9710,Joe Weaver,730,Technology,Wires,Debit Card,79,611,2022-05-18 02:33,Brazil,Brasilia,Alibaba.com,48,N,My card was closed 
46,3257,Russell Chavez,8167,Gardening,Hoe,Credit Card,51,451,2022-06-23 05:15,India,Delhi,Alibaba.com,96,N,My card was closed 
47,6265,Michael Thompson,8134,Home Appliances,Table,Debit Card,48,155,2022-05-18 02:33,United States,Houston,Amazon.com,40,Y,Payment Successful 
48,9660,Bryan Salazar,5981,Gardening,Plants,Credit Card,99,1,2022-01-23 10:33,United States,Houston,Ebay.com,58,N,I entered my card info wrong by accident 
49,6018,Robin Burns,3303,Home Appliances,Couch,Credit Card,6,308,2022-06-23 05:15,China,Tianjin,Target.com,40,Y,Payment Successful 
50,4714,Russell Chavez,8894,Technology,PC,Mobile Payments,71,507,2022-04-07 9:30,United States,,Amazon.com,15,N,My card was closed 
51,2374,Mary Ramsey,8622,Home Appliances,Table,Credit Card,27,198,2022-05-18 02:33,Germany,Berlin,Amazon.com,68,N,I entered my card info wrong by accident 
52,3013,Heidi Molina,2631,Home Appliances,,Debit Card,28,889,2022-01-23 10:33,Italy,Turin,Amazon.com,58,N,My card was closed 
53,2677,John Small,7454,Technology,Tablet,Credit Card,78,965,2022-06-23 05:15,Germany,Munich,Ebay.com,10,Y,Payment Successful 
54,7240,Crystal Tucker,4681,Clothing,Dress,Credit Card,78,521,2022-06-23 05:15,Italy,Naples,Target.com,26,N,I entered my card info wrong by accident 
55,4602,Jennifer Lee,684,Technology,PC,Debit Card,74,117,2022-01-23 10:33,Germany,Hamburg,Target.com,65,Y,Payment Successful 
56,8809,Austin Martin,3073,Gardening,Rake,Credit Card,19,607,2022-04-07 9:30,India,Delhi,Walmart.com,62,N,I didn't have enough 
57,7100,Benjamin Mercado,1751,Technology,PC,Mobile Payments,21,972,2022-04-07 9:30,United States,New York City,Alibaba.com,34,N,I didn't have enough 
58,2322,James Nelson,6814,Health,Nyquill,Debit Card,80,278,2022-04-07 9:30,India,Delhi,Walmart.com,27,Y,Payment Successful 
59,1548,Brooke Davis,5750,Clothing,Shirt,Debit Card,47,641,2022-04-07 9:30,Germany,Frankfurt am Main,Ebay.com,73,Y,Payment Successful 
60,3073,Jillian Torres,6602,Health,Tylenol,Credit Card,21,267,2022-01-23 10:33,Italy,Rome,Amazon.com,13,Y,Payment Successful 
61,6386,Laurie Maxwell,6348,Technology,PC,Credit Card,1,724,2022-01-23 10:33,France,Toulouse,Target.com,64,Y,Payment Successful 
62,676,Warren Boyle,6653,Health,Nyquill,Credit Card,65,434,2022-04-07 9:30,Japan,Osaka,Amazon.com,12,N,I entered my card info wrong by accident 
63,1604,Jillian Torres,1956,Health,Advil,Credit Card,40,137,2022-01-23 10:33,Brazil,Sao Paulo,Target.com,8,Y,Payment Successful 
64,273,Carolyn Hood,9612,Clothing,Dress,Debit Card,54,794,2022-04-07 9:30,United States,San Jose,Amazon.com,81,N,I didn't have enough 
65,6099,Anna Wilson,7386,Technology,,Mobile Payments,76,482,2022-04-07 9:30,India,Chennai,Alibaba.com,1,Y,Payment Successful 
66,9903,Glenn Jones,5494,Technology,Wires,Mobile Payments,5,334,2022-04-07 9:30,Mexico,Mexico City,Target.com,36,N,My card was closed 
67,2877,Anthony Spencer,6458,Technology,Tablet,Credit Card,89,669,2022-01-23 10:33,Germany,Hamburg,Target.com,23,N,My card was closed 
68,3195,Michael Brooks,7063,Technology,Tablet,Debit Card,15,450,2022-05-18 02:33,South Korea,Daegu,Ebay.com,66,N,I didn't have enough 
69,392,Heidi Molina,6581,Technology,,Mobile Payments,29,873,2022-05-18 02:33,United States,,Ebay.com,91,Y,Payment Successful 
70,2458,Krista Smith,7780,Gardening,Rake,Credit Card,49,146,2022-01-23 10:33,United States,Houston,Walmart.com,84,N,My card was closed 
71,2277,Holly Fisher,1936,Clothing,Shoes,Mobile Payments,20,143,2022-01-23 10:33,United States,New York City,Target.com,24,Y,Payment Successful 
72,275,Jillian Torres,5456,Health,Nyquill,Credit Card,40,394,2022-06-23 05:15,China,Guangzhou,Amazon.com,72,Y,Payment Successful 
73,9599,Randy Smith,3131,Clothing,Shirt,Mobile Payments,48,330,2022-01-23 10:33,United States,,Ebay.com,35,N,My card was closed 
74,6321,Maria Payne,1799,Health,Advil,Debit Card,43,275,2022-06-23 05:15,China,Beijing,Ebay.com,43,N,I didn't have enough 
75,9354,James Nelson,4910,Technology,Wires,Debit Card,48,801,2022-01-23 10:33,United States,Los Angeles,Alibaba.com,89,N,I entered my card info wrong by accident 
76,7826,Hunter Gonzalez,3150,Technology,,Debit Card,60,867,2022-01-23 10:33,Italy,Turin,Walmart.com,82,Y,Payment Successful 
77,2298,Martin Alvarez,7796,Home Appliances,Couch,Debit Card,71,641,2022-06-23 05:15,Brazil,Fortaleza,Target.com,101,Y,Payment Successful 
78,6797,Erin Watts,7701,Technology,Wires,Credit Card,60,628,2022-04-07 9:30,Germany,Koeln,Walmart.com,12,N,I didn't have enough 
79,1936,Juan Armstrong,4906,Health,Advil,Mobile Payments,41,267,2022-04-07 9:30,Italy,Naples,Target.com,92,Y,Payment Successful 
80,5261,Leah Ochoa,9931,Technology,,Credit Card,42,261,2022-04-07 9:30,Italy,Rome,Target.com,58,Y,Payment Successful 
81,6360,Adam Weber,5531,Health,Advil,Credit Card,88,72,2022-06-23 05:15,Brazil,Belo Horizonte,Ebay.com,29,N,My card was closed 
82,4342,Jenna Schultz,6236,Health,Nyquill,Debit Card,79,109,2022-01-23 10:33,Brazil,Belo Horizonte,Target.com,23,Y,Payment Successful 
83,945,Laurie Maxwell,4345,Gardening,Hoe,Credit Card,8,816,2022-05-18 02:33,Mexico,Ecatepec de Morelos,Target.com,20,N,I didn't have enough 
84,5378,James Nelson,6841,Health,Nyquill,Credit Card,87,695,2022-04-07 9:30,Germany,Berlin,Alibaba.com,87,N,My card was closed 
85,9686,Anna Wilson,1714,Technology,PC,Credit Card,14,440,2022-04-07 9:30,India,Bengaluru,Amazon.com,100,N,I entered my card info wrong by accident 
86,5474,Jennifer Allen,6006,Home Appliances,Table,Credit Card,70,813,2022-05-18 02:33,United States,,Target.com,40,N,I entered my card info wrong by accident 
87,3837,Mary Huber,9031,Technology,Tablet,Debit Card,60,804,2022-05-18 02:33,United States,Chicago,Alibaba.com,45,Y,Payment Successful 
88,8018,Renee Wilson,6212,Home Appliances,Table,Credit Card,91,344,2022-04-07 9:30,United States,San Francisco,Amazon.com,68,N,I entered my card info wrong by accident 
89,7844,Taylor Bailey,849,Home Appliances,Table,Debit Card,30,813,2022-05-18 02:33,Japan,Tokyo,Ebay.com,46,Y,Payment Successful 
90,54,Hunter Gonzalez,7098,Home Appliances,,Credit Card,63,150,2022-05-18 02:33,Germany,Hamburg,Target.com,4,N,My card was closed 
91,2393,Jennifer Allen,5634,Health,Nyquill,Credit Card,12,631,2022-06-23 05:15,United States,New York City,Walmart.com,14,N,I entered my card info wrong by accident 
92,3341,Anna Wilson,647,Home Appliances,,Mobile Payments,23,5,2022-05-18 02:33,South Korea,Incheon,Ebay.com,54,N,I entered my card info wrong by accident 
93,1029,Jordan Hoffman,942,Gardening,Plants,Credit Card,39,412,2022-01-23 10:33,China,Tianjin,Ebay.com,38,N,I entered my card info wrong by accident 
94,8075,Tyler Porter,3399,Health,Nyquill,Credit Card,71,234,2022-01-23 10:33,Japan,Sapporo,Ebay.com,36,Y,Payment Successful 
95,5107,Taylor Bailey,1372,Clothing,Shirt,Mobile Payments,65,160,2022-01-23 10:33,France,Nice,Walmart.com,14,N,I entered my card info wrong by accident 
96,6173,James Golden,4247,Clothing,Shoes,Credit Card,46,455,2022-06-23 05:15,India,Chennai,Walmart.com,100,N,I didn't have enough 
97,154,Austin Martin,3843,Home Appliances,Bed,Debit Card,12,744,2022-06-23 05:15,Japan,Kyoto,Amazon.com,90,Y,Payment Successful 
98,2295,Alexis Campbell,3027,Home Appliances,Couch,Debit Card,28,972,2022-01-23 10:33,Mexico,Ecatepec de Morelos,Alibaba.com,30,Y,Payment Successful 
99,7852,Brandon Lopez,8104,Home Appliances,,Debit Card,53,540,2022-01-23 10:33,China,Shanghai,Amazon.com,32,Y,Payment Successful 
100,9678,Holly Rodriguez,5170,Home Appliances,Couch,Mobile Payments,22,674,2022-04-07 9:30,Mexico,Ecatepec de Morelos,Ebay.com,76,N,My card was closed 
101,8805,Beth Wright,2465,Technology,,Credit Card,95,825,2022-04-07 9:30,United States,San Francisco,Walmart.com,35,N,I entered my card info wrong by accident 
102,339,Nathaniel Morgan,337,Clothing,Shoes,Credit Card,33,929,2022-04-07 9:30,China,Shanghai,Alibaba.com,28,Y,Payment Successful 
103,1766,Robin Burns,808,Clothing,Dress,Debit Card,82,352,2022-04-07 9:30,France,Paris,Target.com,16,Y,Payment Successful 
104,8739,Brittany Montgomery,2149,Health,Advil,Debit Card,89,371,2022-04-07 9:30,Mexico,Puebla,Alibaba.com,28,Y,Payment Successful 
105,3533,Krista Smith,9145,Technology,,Mobile Payments,2,102,2022-06-23 05:15,Germany,Munich,Amazon.com,48,N,I didn't have enough 
106,1608,Robin Burns,8679,Home Appliances,Couch,Mobile Payments,19,935,2022-06-23 05:15,Germany,Koeln,Ebay.com,12,N,I entered my card info wrong by accident 
107,2590,Ronald Gamble,4947,Home Appliances,Couch,Credit Card,91,463,2022-05-18 02:33,Japan,Osaka,Amazon.com,21,N,My card was closed 
108,1001,Anna Wilson,2111,Health,Advil,Credit Card,100,547,2022-05-18 02:33,France,Paris,Target.com,68,Y,Payment Successful 
109,4247,Michael Brooks,1114,Clothing,Dress,Debit Card,62,8,2022-04-07 9:30,South Korea,Busan,Walmart.com,5,N,My card was closed 
110,846,Tyler Stephenson,6662,Home Appliances,Table,Debit Card,88,565,2022-04-07 9:30,India,Chennai,Walmart.com,101,Y,Payment Successful 
111,3163,Daisy Galvan,5884,Clothing,Shoes,Credit Card,65,198,2022-06-23 05:15,United States,Washington,Alibaba.com,101,N,I didn't have enough 
112,5944,Stefanie Simpson,8043,Health,Advil,Credit Card,23,551,2022-01-23 10:33,Japan,Sapporo,Walmart.com,95,N,I entered my card info wrong by accident 
113,2039,Renee Wilson,3027,Home Appliances,Couch,Debit Card,89,318,2022-06-23 05:15,United States,,Alibaba.com,86,N,My card was closed 
114,4237,Randy Smith,6537,Health,Nyquill,Mobile Payments,28,411,2022-04-07 9:30,India,Chennai,Alibaba.com,27,N,My card was closed 
115,6983,Nathaniel Morgan,1287,Technology,,Credit Card,61,576,2022-06-23 05:15,South Korea,Busan,Alibaba.com,71,N,I didn't have enough 
116,9741,Luis Hayes,6440,Technology,Wires,Mobile Payments,72,47,2022-06-23 05:15,United States,Houston,Walmart.com,90,Y,Payment Successful 
117,7337,Heather Thompson,6673,Gardening,Plants,Mobile Payments,42,846,2022-06-23 05:15,China,Tianjin,Walmart.com,25,Y,Payment Successful 
118,827,Kevin Mendoza,1741,Clothing,Dress,Credit Card,71,984,2022-01-23 10:33,Germany,Frankfurt am Main,Ebay.com,84,Y,Payment Successful 
119,7027,Robin Burns,249,Health,Advil,Mobile Payments,52,675,2022-04-07 9:30,Germany,Munich,Target.com,68,N,I entered my card info wrong by accident 
120,9156,Jennifer Allen,8427,Technology,PC,Credit Card,76,785,2022-04-07 9:30,United States,Houston,Target.com,81,N,My card was closed 
121,784,Evan Munoz,9175,Technology,Tablet,Credit Card,47,734,2022-01-23 10:33,France,Lyon,Target.com,40,N,My card was closed 
122,1211,Renee Wilson,1851,Home Appliances,Table,Debit Card,5,65,2022-06-23 05:15,France,Toulouse,Target.com,86,Y,Payment Successful 
123,183,Erin Watts,7248,Home Appliances,Table,Credit Card,8,495,2022-01-23 10:33,France,Nantes,Alibaba.com,74,Y,Payment Successful 
124,3038,Tyler Stephenson,4573,Gardening,Rake,Mobile Payments,32,742,2022-04-07 9:30,Brazil,Sao Paulo,Alibaba.com,86,Y,Payment Successful 
125,7472,Kevin Mendoza,9917,Home Appliances,,Credit Card,59,696,2022-04-07 9:30,United States,Houston,Walmart.com,5,Y,Payment Successful 
126,5577,Nathaniel Morgan,4337,Technology,Tablet,Credit Card,69,631,2022-06-23 05:15,Italy,Naples,Alibaba.com,73,N,I entered my card info wrong by accident 
127,160,Ryan Pearson,130,Gardening,Hoe,Debit Card,7,514,2022-01-23 10:33,Italy,Turin,Walmart.com,63,N,I didn't have enough 
128,3104,Jessica King,6447,Clothing,Dress,Debit Card,73,632,2022-04-07 9:30,Japan,Sapporo,Target.com,82,Y,Payment Successful 
129,3501,Shari Flores,3280,Clothing,Shoes,Mobile Payments,40,62,2022-04-07 9:30,United States,Los Angeles,Amazon.com,43,Y,Payment Successful 
130,3310,Taylor Thomas,307,Home Appliances,Bed,Mobile Payments,92,255,2022-01-23 10:33,Brazil,Fortaleza,Ebay.com,29,Y,Payment Successful 
131,520,Charlene Martin,2002,Home Appliances,Couch,Mobile Payments,37,579,2022-01-23 10:33,Italy,Naples,Amazon.com,25,N,My card was closed 
132,3091,Anne Shah,7534,Health,Tylenol,Debit Card,29,414,2022-05-18 02:33,Japan,Tokyo,Alibaba.com,28,Y,Payment Successful 
133,3812,Shari Flores,4227,Technology,PC,Credit Card,86,143,2022-06-23 05:15,Germany,Munich,Ebay.com,46,Y,Payment Successful 
134,6427,John Cox,2801,Home Appliances,Couch,Credit Card,74,719,2022-06-23 05:15,Mexico,Puebla,Ebay.com,22,Y,Payment Successful 
135,5417,Nathaniel Morgan,8536,Health,Tylenol,Credit Card,14,992,2022-05-18 02:33,United States,,Walmart.com,99,Y,Payment Successful 
136,1021,Barbara Watson,8244,Health,Advil,Debit Card,27,70,2022-01-23 10:33,United States,San Jose,Target.com,92,N,My card was closed 
137,4213,Ronald Gamble,6190,Technology,Wires,Credit Card,45,346,2022-01-23 10:33,China,Tianjin,Alibaba.com,6,N,I didn't have enough 
138,7881,Brandon Torres,821,Gardening,Hoe,Credit Card,91,633,2022-04-07 9:30,Germany,Koeln,Alibaba.com,64,Y,Payment Successful 
139,6871,Daisy Galvan,1041,Gardening,Hoe,Credit Card,35,243,2022-06-23 05:15,South Korea,Daegu,Alibaba.com,101,N,I didn't have enough 
140,8323,James Nelson,7915,Home Appliances,Table,Debit Card,83,300,2022-01-23 10:33,Germany,Hamburg,Amazon.com,8,Y,Payment Successful 
141,5934,Anne Shah,9652,Clothing,Shoes,Credit Card,80,906,2022-01-23 10:33,France,Nice,Alibaba.com,10,Y,Payment Successful 
142,8207,Ashley Murphy,7534,Technology,,Credit Card,77,69,2022-05-18 02:33,South Korea,Daegu,Target.com,52,N,I entered my card info wrong by accident 
143,9720,Juan Armstrong,2732,Technology,Tablet,Debit Card,1,762,2022-06-23 05:15,China,Shanghai,Amazon.com,30,N,My card was closed 
144,9107,Shari Flores,688,Technology,Wires,Credit Card,77,462,2022-04-07 9:30,Germany,Hamburg,Target.com,78,Y,Payment Successful 
145,2051,Shari Flores,9825,Clothing,Shirt,Debit Card,36,987,2022-01-23 10:33,United States,Houston,Amazon.com,27,N,I entered my card info wrong by accident 
146,911,Joe Weaver,1322,Health,Nyquill,Mobile Payments,73,408,2022-04-07 9:30,France,Nice,Target.com,89,N,I entered my card info wrong by accident 
147,8010,Stephanie Peters,5657,Clothing,Shoes,Credit Card,32,294,2022-04-07 9:30,South Korea,Busan,Amazon.com,37,Y,Payment Successful 
148,2453,Stephanie Peters,1046,Clothing,Shoes,Mobile Payments,22,244,2022-05-18 02:33,Italy,Milan,Walmart.com,12,N,I didn't have enough 
149,5293,Hunter Gonzalez,5757,Health,Tylenol,Credit Card,76,412,2022-04-07 9:30,Germany,Berlin,Ebay.com,101,N,My card was closed 
150,9635,Ryan Pearson,1875,Health,Advil,Debit Card,16,944,2022-04-07 9:30,Brazil,Belo Horizonte,Target.com,66,Y,Payment Successful 
151,7978,Jordan Moore,2529,Technology,Wires,Mobile Payments,21,313,2022-01-23 10:33,Japan,Tokyo,Alibaba.com,81,Y,Payment Successful 
152,8980,Warren Boyle,4917,Home Appliances,Couch,Debit Card,44,958,2022-06-23 05:15,Mexico,Guadalajara,Amazon.com,18,Y,Payment Successful 
153,3791,Theresa Young,1887,Home Appliances,Bed,Credit Card,48,475,2022-06-23 05:15,China,Shanghai,Ebay.com,87,N,My card was closed 
154,570,Brandon Torres,4408,Technology,Tablet,Mobile Payments,58,884,2022-04-07 9:30,Japan,Sapporo,Walmart.com,93,Y,Payment Successful 
155,1357,Jillian Torres,1963,Technology,Wires,Debit Card,83,864,2022-01-23 10:33,France,Toulouse,Alibaba.com,51,N,I entered my card info wrong by accident 
156,6024,Holly Rodriguez,193,Health,Advil,Debit Card,14,190,2022-01-23 10:33,Italy,Milan,Amazon.com,59,Y,Payment Successful 
157,8462,Melissa Hamilton,2309,Gardening,Hoe,Credit Card,8,793,2022-04-07 9:30,China,Beijing,Alibaba.com,49,Y,Payment Successful 
158,2297,Rachel Hayes,136,Technology,,Mobile Payments,23,73,2022-05-18 02:33,Brazil,Belo Horizonte,Target.com,68,Y,Payment Successful 
159,5975,Matthew Santos,8282,Health,Tylenol,Mobile Payments,49,55,2022-01-23 10:33,United States,San Jose,Walmart.com,35,Y,Payment Successful 
160,6165,Jordan Hoffman,650,Technology,PC,Mobile Payments,71,47,2022-01-23 10:33,France,Nice,Amazon.com,87,Y,Payment Successful 
161,383,Anthony Spencer,9994,Gardening,Rake,Credit Card,19,70,2022-05-18 02:33,France,Toulouse,Amazon.com,20,Y,Payment Successful 
162,381,Philip Peterson,6231,Clothing,Dress,Credit Card,75,775,2022-04-07 9:30,United States,,Alibaba.com,75,N,My card was closed 
163,9153,Jennifer Lee,9282,Health,Advil,Mobile Payments,15,198,2022-06-23 05:15,Mexico,Mexico City,Amazon.com,10,Y,Payment Successful 
164,975,Holly Fisher,5872,Health,Tylenol,Mobile Payments,96,20,2022-05-18 02:33,Mexico,Puebla,Target.com,29,N,My card was closed 
165,5908,Beth Wright,7790,Health,Tylenol,Credit Card,26,319,2022-01-23 10:33,United States,Washington,Ebay.com,63,Y,Payment Successful 
166,3170,Laurie Maxwell,3266,Home Appliances,,Mobile Payments,71,153,2022-01-23 10:33,China,Shanghai,Walmart.com,73,N,My card was closed 
167,2972,Krista Smith,1080,Gardening,Rake,Credit Card,100,939,2022-04-07 9:30,Italy,Turin,Amazon.com,48,N,I didn't have enough 
168,1879,Beth Wright,8689,Gardening,Rake,Debit Card,13,898,2022-05-18 02:33,United States,Washington,Ebay.com,44,Y,Payment Successful 
169,7154,John Small,5456,Clothing,Shoes,Mobile Payments,37,492,2022-01-23 10:33,India,Kolkata,Walmart.com,101,Y,Payment Successful 
170,4034,Renee Wilson,6500,Technology,Tablet,Debit Card,26,488,2022-04-07 9:30,China,Tianjin,Target.com,82,Y,Payment Successful 
171,6891,Stephanie Peters,1997,Home Appliances,,Debit Card,53,748,2022-05-18 02:33,South Korea,Seoul,Ebay.com,76,Y,Payment Successful 
172,1909,Rachel Hayes,3133,Technology,Tablet,Mobile Payments,91,390,2022-04-07 9:30,France,Nice,Amazon.com,54,N,I entered my card info wrong by accident 
173,6042,April Neal,1724,Home Appliances,,Mobile Payments,89,740,2022-06-23 05:15,Germany,Munich,Target.com,50,Y,Payment Successful 
174,353,Karen Hall,9873,Gardening,Plants,Mobile Payments,29,974,2022-05-18 02:33,France,Nantes,Alibaba.com,15,N,I entered my card info wrong by accident 
175,4412,Christina George,1327,Home Appliances,,Mobile Payments,92,780,2022-06-23 05:15,United States,Philadelphia,Target.com,82,N,My card was closed 
176,6143,Cynthia Fleming,8410,Home Appliances,Couch,Debit Card,87,725,2022-05-18 02:33,Brazil,Brasilia,Walmart.com,93,Y,Payment Successful 
177,6797,Hunter Gonzalez,2819,Gardening,Plants,Debit Card,84,46,2022-06-23 05:15,China,Beijing,Amazon.com,56,Y,Payment Successful 
178,1748,Barbara Watson,8230,Health,Advil,Mobile Payments,85,618,2022-04-07 9:30,Mexico,Ecatepec de Morelos,Amazon.com,48,Y,Payment Successful 
179,7761,Randy Smith,5281,Home Appliances,Couch,Debit Card,5,334,2022-06-23 05:15,Mexico,Mexico City,Alibaba.com,29,N,I didn't have enough 
180,4482,Michael Thompson,5779,Clothing,Shoes,Credit Card,47,884,2022-01-23 10:33,United States,Chicago,Alibaba.com,101,Y,Payment Successful 
181,697,Anne Shah,9737,Gardening,Hoe,Debit Card,6,698,2022-06-23 05:15,United States,Philadelphia,Walmart.com,54,N,My card was closed 
182,5884,Anna Wilson,3509,Technology,Tablet,Credit Card,27,547,2022-01-23 10:33,China,Beijing,Target.com,31,Y,Payment Successful 
183,8728,Michael Thompson,7747,Health,Nyquill,Credit Card,62,158,2022-01-23 10:33,Italy,Turin,Walmart.com,16,Y,Payment Successful 
184,6776,Kathryn Newman,836,Gardening,Plants,Credit Card,35,99,2022-01-23 10:33,Germany,Frankfurt am Main,Target.com,92,Y,Payment Successful 
185,3012,Mary Huber,8628,Gardening,Hoe,Mobile Payments,97,613,2022-04-07 9:30,Brazil,Fortaleza,Target.com,30,N,My card was closed 
